Year,Month,Date,Hospital,KPI,Attendances,is_synthetic
2023,8,2023-08-01,Bantry General Hospital,new_ed_attendances,354,True
2023,9,2023-09-01,Bantry General Hospital,new_ed_attendances,375,True
2023,10,2023-10-01,Bantry General Hospital,new_ed_attendances,383,True
2023,11,2023-11-01,Bantry General Hospital,new_ed_attendances,406,True
2023,12,2023-12-01,Bantry General Hospital,new_ed_attendances,402,True
2024,1,2024-01-01,Bantry General Hospital,new_ed_attendances,890,True
2024,2,2024-02-01,Bantry General Hospital,new_ed_attendances,832,True
2024,3,2024-03-01,Bantry General Hospital,new_ed_attendances,809,True
2024,4,2024-04-01,Bantry General Hospital,new_ed_attendances,696,True
2024,5,2024-05-01,Bantry General Hospital,new_ed_attendances,725,True
2024,6,2024-06-01,Bantry General Hospital,new_ed_attendances,4431,False
2024,7,2024-07-01,Bantry General Hospital,new_ed_attendances,5,False
2024,8,2024-08-01,Bantry General Hospital,new_ed_attendances,1,False
2024,9,2024-09-01,Bantry General Hospital,new_ed_attendances,2953,False
2022,1,2022-01-01,Bantry General Hospital,return_ed_attendances,561,True
2022,2,2022-02-01,Bantry General Hospital,return_ed_attendances,536,True
2022,3,2022-03-01,Bantry General Hospital,return_ed_attendances,491,True
2022,4,2022-04-01,Bantry General Hospital,return_ed_attendances,463,True
2022,5,2022-05-01,Bantry General Hospital,return_ed_attendances,468,True
2022,6,2022-06-01,Bantry General Hospital,return_ed_attendances,439,True
2022,7,2022-07-01,Bantry General Hospital,return_ed_attendances,468,True
2022,8,2022-08-01,Bantry General Hospital,return_ed_attendances,472,True
2022,9,2022-09-01,Bantry General Hospital,return_ed_attendances,462,True
2022,10,2022-10-01,Bantry General Hospital,return_ed_attendances,515,True
2022,11,2022-11-01,Bantry General Hospital,return_ed_attendances,543,True
2022,12,2022-12-01,Bantry General Hospital,return_ed_attendances,533,True
2023,1,2023-01-01,Bantry General Hospital,return_ed_attendances,672,True
2023,2,2023-02-01,Bantry General Hospital,return_ed_attendances,625,True
2023,3,2023-03-01,Bantry General Hospital,return_ed_attendances,592,True
2023,4,2023-04-01,Bantry General Hospital,return_ed_attendances,530,True
2023,5,2023-05-01,Bantry General Hospital,return_ed_attendances,506,True
2023,6,2023-06-01,Bantry General Hospital,return_ed_attendances,512,True
2023,7,2023-07-01,Bantry General Hospital,return_ed_attendances,527,True
2023,8,2023-08-01,Bantry General Hospital,return_ed_attendances,534,True
2023,9,2023-09-01,Bantry General Hospital,return_ed_attendances,543,True
2023,10,2023-10-01,Bantry General Hospital,return_ed_attendances,573,True
2023,11,2023-11-01,Bantry General Hospital,return_ed_attendances,612,True
2023,12,2023-12-01,Bantry General Hospital,return_ed_attendances,629,True
2024,1,2024-01-01,Bantry General Hospital,return_ed_attendances,765,True
2024,2,2024-02-01,Bantry General Hospital,return_ed_attendances,720,True
2024,3,2024-03-01,Bantry General Hospital,return_ed_attendances,701,True
2024,4,2024-04-01,Bantry General Hospital,return_ed_attendances,610,True
2024,5,2024-05-01,Bantry General Hospital,return_ed_attendances,622,True
2024,6,2024-06-01,Bantry General Hospital,return_ed_attendances,649,False
2024,7,2024-07-01,Bantry General Hospital,return_ed_attendances,629,False
2024,8,2024-08-01,Bantry General Hospital,return_ed_attendances,762,False
2024,9,2024-09-01,Bantry General Hospital,return_ed_attendances,717,False
2022,1,2022-01-01,Beaumont Hospital,all_emergency_presentations,6014,True
2022,2,2022-02-01,Beaumont Hospital,all_emergency_presentations,5731,True
2022,3,2022-03-01,Beaumont Hospital,all_emergency_presentations,5245,True
2022,4,2022-04-01,Beaumont Hospital,all_emergency_presentations,4841,True
2022,5,2022-05-01,Beaumont Hospital,all_emergency_presentations,4908,True
2022,6,2022-06-01,Beaumont Hospital,all_emergency_presentations,4729,True
2022,7,2022-07-01,Beaumont Hospital,all_emergency_presentations,4589,True
2022,8,2022-08-01,Beaumont Hospital,all_emergency_presentations,4857,True
2022,9,2022-09-01,Beaumont Hospital,all_emergency_presentations,4852,True
2022,10,2022-10-01,Beaumont Hospital,all_emergency_presentations,4935,True
2022,11,2022-11-01,Beaumont Hospital,all_emergency_presentations,5296,True
2022,12,2022-12-01,Beaumont Hospital,all_emergency_presentations,5742,True
2023,1,2023-01-01,Beaumont Hospital,all_emergency_presentations,6386,True
2023,2,2023-02-01,Beaumont Hospital,all_emergency_presentations,6091,True
2023,3,2023-03-01,Beaumont Hospital,all_emergency_presentations,5645,True
2023,4,2023-04-01,Beaumont Hospital,all_emergency_presentations,5236,True
2023,5,2023-05-01,Beaumont Hospital,all_emergency_presentations,4902,True
2023,6,2023-06-01,Beaumont Hospital,all_emergency_presentations,4903,True
2023,7,2023-07-01,Beaumont Hospital,all_emergency_presentations,5065,True
2023,8,2023-08-01,Beaumont Hospital,all_emergency_presentations,5165,True
2023,9,2023-09-01,Beaumont Hospital,all_emergency_presentations,5449,True
2023,10,2023-10-01,Beaumont Hospital,all_emergency_presentations,5535,True
2023,11,2023-11-01,Beaumont Hospital,all_emergency_presentations,5742,True
2023,12,2023-12-01,Beaumont Hospital,all_emergency_presentations,6082,True
2024,1,2024-01-01,Beaumont Hospital,all_emergency_presentations,6531,True
2024,2,2024-02-01,Beaumont Hospital,all_emergency_presentations,6148,True
2024,3,2024-03-01,Beaumont Hospital,all_emergency_presentations,5788,True
2024,4,2024-04-01,Beaumont Hospital,all_emergency_presentations,5307,True
2024,5,2024-05-01,Beaumont Hospital,all_emergency_presentations,5156,True
2024,6,2024-06-01,Beaumont Hospital,all_emergency_presentations,5332,False
2024,7,2024-07-01,Beaumont Hospital,all_emergency_presentations,5588,False
2024,8,2024-08-01,Beaumont Hospital,all_emergency_presentations,5572,False
2024,9,2024-09-01,Beaumont Hospital,all_emergency_presentations,5390,False
2022,1,2022-01-01,Beaumont Hospital,new_ed_attendances,1896,True
2022,2,2022-02-01,Beaumont Hospital,new_ed_attendances,1788,True
2022,3,2022-03-01,Beaumont Hospital,new_ed_attendances,1612,True
2022,4,2022-04-01,Beaumont Hospital,new_ed_attendances,1520,True
2022,5,2022-05-01,Beaumont Hospital,new_ed_attendances,1412,True
2022,6,2022-06-01,Beaumont Hospital,new_ed_attendances,1519,True
2022,7,2022-07-01,Beaumont Hospital,new_ed_attendances,1451,True
2022,8,2022-08-01,Beaumont Hospital,new_ed_attendances,1481,True
2022,9,2022-09-01,Beaumont Hospital,new_ed_attendances,1571,True
2022,10,2022-10-01,Beaumont Hospital,new_ed_attendances,1607,True
2022,11,2022-11-01,Beaumont Hospital,new_ed_attendances,1672,True
2022,12,2022-12-01,Beaumont Hospital,new_ed_attendances,1682,True
2023,1,2023-01-01,Beaumont Hospital,new_ed_attendances,2577,True
2023,2,2023-02-01,Beaumont Hospital,new_ed_attendances,2593,True
2023,3,2023-03-01,Beaumont Hospital,new_ed_attendances,2352,True
2023,4,2023-04-01,Beaumont Hospital,new_ed_attendances,2211,True
2023,5,2023-05-01,Beaumont Hospital,new_ed_attendances,2014,True
2023,6,2023-06-01,Beaumont Hospital,new_ed_attendances,1922,True
2023,7,2023-07-01,Beaumont Hospital,new_ed_attendances,2016,True
2023,8,2023-08-01,Beaumont Hospital,new_ed_attendances,2070,True
2023,9,2023-09-01,Beaumont Hospital,new_ed_attendances,2224,True
2023,10,2023-10-01,Beaumont Hospital,new_ed_attendances,2105,True
2023,11,2023-11-01,Beaumont Hospital,new_ed_attendances,2432,True
2023,12,2023-12-01,Beaumont Hospital,new_ed_attendances,2400,True
2024,1,2024-01-01,Beaumont Hospital,new_ed_attendances,12656,True
2024,2,2024-02-01,Beaumont Hospital,new_ed_attendances,12009,True
2024,3,2024-03-01,Beaumont Hospital,new_ed_attendances,10841,True
2024,4,2024-04-01,Beaumont Hospital,new_ed_attendances,10910,True
2024,5,2024-05-01,Beaumont Hospital,new_ed_attendances,10344,True
2024,6,2024-06-01,Beaumont Hospital,new_ed_attendances,67916,False
2024,7,2024-07-01,Beaumont Hospital,new_ed_attendances,1,False
2024,8,2024-08-01,Beaumont Hospital,new_ed_attendances,5,False
2024,9,2024-09-01,Beaumont Hospital,new_ed_attendances,17285,False
2022,1,2022-01-01,Beaumont Hospital,return_ed_attendances,238,True
2022,2,2022-02-01,Beaumont Hospital,return_ed_attendances,224,True
2022,3,2022-03-01,Beaumont Hospital,return_ed_attendances,204,True
2022,4,2022-04-01,Beaumont Hospital,return_ed_attendances,188,True
2022,5,2022-05-01,Beaumont Hospital,return_ed_attendances,179,True
2022,6,2022-06-01,Beaumont Hospital,return_ed_attendances,181,True
2022,7,2022-07-01,Beaumont Hospital,return_ed_attendances,188,True
2022,8,2022-08-01,Beaumont Hospital,return_ed_attendances,190,True
2022,9,2022-09-01,Beaumont Hospital,return_ed_attendances,196,True
2022,10,2022-10-01,Beaumont Hospital,return_ed_attendances,199,True
2022,11,2022-11-01,Beaumont Hospital,return_ed_attendances,219,True
2022,12,2022-12-01,Beaumont Hospital,return_ed_attendances,214,True
2023,1,2023-01-01,Beaumont Hospital,return_ed_attendances,240,True
2023,2,2023-02-01,Beaumont Hospital,return_ed_attendances,220,True
2023,3,2023-03-01,Beaumont Hospital,return_ed_attendances,204,True
2023,4,2023-04-01,Beaumont Hospital,return_ed_attendances,186,True
2023,5,2023-05-01,Beaumont Hospital,return_ed_attendances,186,True
2023,6,2023-06-01,Beaumont Hospital,return_ed_attendances,188,True
2023,7,2023-07-01,Beaumont Hospital,return_ed_attendances,190,True
2023,8,2023-08-01,Beaumont Hospital,return_ed_attendances,196,True
2023,9,2023-09-01,Beaumont Hospital,return_ed_attendances,202,True
2023,10,2023-10-01,Beaumont Hospital,return_ed_attendances,198,True
2023,11,2023-11-01,Beaumont Hospital,return_ed_attendances,212,True
2023,12,2023-12-01,Beaumont Hospital,return_ed_attendances,217,True
2024,1,2024-01-01,Beaumont Hospital,return_ed_attendances,244,True
2024,2,2024-02-01,Beaumont Hospital,return_ed_attendances,218,True
2024,3,2024-03-01,Beaumont Hospital,return_ed_attendances,214,True
2024,4,2024-04-01,Beaumont Hospital,return_ed_attendances,200,True
2024,5,2024-05-01,Beaumont Hospital,return_ed_attendances,199,True
2024,6,2024-06-01,Beaumont Hospital,return_ed_attendances,200,False
2024,7,2024-07-01,Beaumont Hospital,return_ed_attendances,262,False
2024,8,2024-08-01,Beaumont Hospital,return_ed_attendances,180,False
2024,9,2024-09-01,Beaumont Hospital,return_ed_attendances,70,False
2022,1,2022-01-01,Cavan General Hospital,all_emergency_presentations,4282,True
2022,2,2022-02-01,Cavan General Hospital,all_emergency_presentations,4056,True
2022,3,2022-03-01,Cavan General Hospital,all_emergency_presentations,3791,True
2022,4,2022-04-01,Cavan General Hospital,all_emergency_presentations,3369,True
2022,5,2022-05-01,Cavan General Hospital,all_emergency_presentations,3484,True
2022,6,2022-06-01,Cavan General Hospital,all_emergency_presentations,3353,True
2022,7,2022-07-01,Cavan General Hospital,all_emergency_presentations,3342,True
2022,8,2022-08-01,Cavan General Hospital,all_emergency_presentations,3568,True
2022,9,2022-09-01,Cavan General Hospital,all_emergency_presentations,3747,True
2022,10,2022-10-01,Cavan General Hospital,all_emergency_presentations,3573,True
2022,11,2022-11-01,Cavan General Hospital,all_emergency_presentations,3846,True
2022,12,2022-12-01,Cavan General Hospital,all_emergency_presentations,3988,True
2023,1,2023-01-01,Cavan General Hospital,all_emergency_presentations,4380,True
2023,2,2023-02-01,Cavan General Hospital,all_emergency_presentations,4463,True
2023,3,2023-03-01,Cavan General Hospital,all_emergency_presentations,3987,True
2023,4,2023-04-01,Cavan General Hospital,all_emergency_presentations,3714,True
2023,5,2023-05-01,Cavan General Hospital,all_emergency_presentations,3411,True
2023,6,2023-06-01,Cavan General Hospital,all_emergency_presentations,3581,True
2023,7,2023-07-01,Cavan General Hospital,all_emergency_presentations,3457,True
2023,8,2023-08-01,Cavan General Hospital,all_emergency_presentations,3674,True
2023,9,2023-09-01,Cavan General Hospital,all_emergency_presentations,3852,True
2023,10,2023-10-01,Cavan General Hospital,all_emergency_presentations,4095,True
2023,11,2023-11-01,Cavan General Hospital,all_emergency_presentations,3963,True
2023,12,2023-12-01,Cavan General Hospital,all_emergency_presentations,3891,True
2024,1,2024-01-01,Cavan General Hospital,all_emergency_presentations,4750,True
2024,2,2024-02-01,Cavan General Hospital,all_emergency_presentations,4811,True
2024,3,2024-03-01,Cavan General Hospital,all_emergency_presentations,4360,True
2024,4,2024-04-01,Cavan General Hospital,all_emergency_presentations,3948,True
2024,5,2024-05-01,Cavan General Hospital,all_emergency_presentations,3747,True
2024,6,2024-06-01,Cavan General Hospital,all_emergency_presentations,3619,False
2024,7,2024-07-01,Cavan General Hospital,all_emergency_presentations,3800,False
2024,8,2024-08-01,Cavan General Hospital,all_emergency_presentations,3592,False
2024,9,2024-09-01,Cavan General Hospital,all_emergency_presentations,3774,False
2022,1,2022-01-01,Cavan General Hospital,new_ed_attendances,1114,True
2022,2,2022-02-01,Cavan General Hospital,new_ed_attendances,1076,True
2022,3,2022-03-01,Cavan General Hospital,new_ed_attendances,1021,True
2022,4,2022-04-01,Cavan General Hospital,new_ed_attendances,1011,True
2022,5,2022-05-01,Cavan General Hospital,new_ed_attendances,926,True
2022,6,2022-06-01,Cavan General Hospital,new_ed_attendances,863,True
2022,7,2022-07-01,Cavan General Hospital,new_ed_attendances,916,True
2022,8,2022-08-01,Cavan General Hospital,new_ed_attendances,935,True
2022,9,2022-09-01,Cavan General Hospital,new_ed_attendances,903,True
2022,10,2022-10-01,Cavan General Hospital,new_ed_attendances,1010,True
2022,11,2022-11-01,Cavan General Hospital,new_ed_attendances,1053,True
2022,12,2022-12-01,Cavan General Hospital,new_ed_attendances,1123,True
2023,1,2023-01-01,Cavan General Hospital,new_ed_attendances,1713,True
2023,2,2023-02-01,Cavan General Hospital,new_ed_attendances,1621,True
2023,3,2023-03-01,Cavan General Hospital,new_ed_attendances,1432,True
2023,4,2023-04-01,Cavan General Hospital,new_ed_attendances,1303,True
2023,5,2023-05-01,Cavan General Hospital,new_ed_attendances,1407,True
2023,6,2023-06-01,Cavan General Hospital,new_ed_attendances,1267,True
2023,7,2023-07-01,Cavan General Hospital,new_ed_attendances,1293,True
2023,8,2023-08-01,Cavan General Hospital,new_ed_attendances,1319,True
2023,9,2023-09-01,Cavan General Hospital,new_ed_attendances,1383,True
2023,10,2023-10-01,Cavan General Hospital,new_ed_attendances,1410,True
2023,11,2023-11-01,Cavan General Hospital,new_ed_attendances,1460,True
2023,12,2023-12-01,Cavan General Hospital,new_ed_attendances,1515,True
2024,1,2024-01-01,Cavan General Hospital,new_ed_attendances,2937,True
2024,2,2024-02-01,Cavan General Hospital,new_ed_attendances,2794,True
2024,3,2024-03-01,Cavan General Hospital,new_ed_attendances,2560,True
2024,4,2024-04-01,Cavan General Hospital,new_ed_attendances,2449,True
2024,5,2024-05-01,Cavan General Hospital,new_ed_attendances,2349,True
2024,6,2024-06-01,Cavan General Hospital,new_ed_attendances,16911,False
2024,7,2024-07-01,Cavan General Hospital,new_ed_attendances,14,False
2024,8,2024-08-01,Cavan General Hospital,new_ed_attendances,13,False
2024,9,2024-09-01,Cavan General Hospital,new_ed_attendances,10743,False
2022,1,2022-01-01,Cavan General Hospital,return_ed_attendances,15,True
2022,2,2022-02-01,Cavan General Hospital,return_ed_attendances,15,True
2022,3,2022-03-01,Cavan General Hospital,return_ed_attendances,15,True
2022,4,2022-04-01,Cavan General Hospital,return_ed_attendances,13,True
2022,5,2022-05-01,Cavan General Hospital,return_ed_attendances,12,True
2022,6,2022-06-01,Cavan General Hospital,return_ed_attendances,11,True
2022,7,2022-07-01,Cavan General Hospital,return_ed_attendances,13,True
2022,8,2022-08-01,Cavan General Hospital,return_ed_attendances,12,True
2022,9,2022-09-01,Cavan General Hospital,return_ed_attendances,13,True
2022,10,2022-10-01,Cavan General Hospital,return_ed_attendances,14,True
2022,11,2022-11-01,Cavan General Hospital,return_ed_attendances,14,True
2022,12,2022-12-01,Cavan General Hospital,return_ed_attendances,15,True
2023,1,2023-01-01,Cavan General Hospital,return_ed_attendances,22,True
2023,2,2023-02-01,Cavan General Hospital,return_ed_attendances,22,True
2023,3,2023-03-01,Cavan General Hospital,return_ed_attendances,19,True
2023,4,2023-04-01,Cavan General Hospital,return_ed_attendances,18,True
2023,5,2023-05-01,Cavan General Hospital,return_ed_attendances,17,True
2023,6,2023-06-01,Cavan General Hospital,return_ed_attendances,17,True
2023,7,2023-07-01,Cavan General Hospital,return_ed_attendances,18,True
2023,8,2023-08-01,Cavan General Hospital,return_ed_attendances,18,True
2023,9,2023-09-01,Cavan General Hospital,return_ed_attendances,19,True
2023,10,2023-10-01,Cavan General Hospital,return_ed_attendances,18,True
2023,11,2023-11-01,Cavan General Hospital,return_ed_attendances,21,True
2023,12,2023-12-01,Cavan General Hospital,return_ed_attendances,22,True
2024,1,2024-01-01,Cavan General Hospital,return_ed_attendances,45,True
2024,2,2024-02-01,Cavan General Hospital,return_ed_attendances,45,True
2024,3,2024-03-01,Cavan General Hospital,return_ed_attendances,37,True
2024,4,2024-04-01,Cavan General Hospital,return_ed_attendances,36,True
2024,5,2024-05-01,Cavan General Hospital,return_ed_attendances,35,True
2024,6,2024-06-01,Cavan General Hospital,return_ed_attendances,23,False
2024,7,2024-07-01,Cavan General Hospital,return_ed_attendances,46,False
2024,8,2024-08-01,Cavan General Hospital,return_ed_attendances,45,False
2024,9,2024-09-01,Cavan General Hospital,return_ed_attendances,58,False
