Year,Month,Date,Hospital,KPI,Attendances,is_synthetic
2022,8,01/08/2022,Acute Non Hospital,return_ed_attendances,1,TRUE
2022,9,01/09/2022,Acute Non Hospital,return_ed_attendances,1,TRUE
2022,10,01/10/2022,Acute Non Hospital,return_ed_attendances,1,TRUE
2022,11,01/11/2022,Acute Non Hospital,return_ed_attendances,1,TRUE
2022,12,01/12/2022,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,1,01/01/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,2,01/02/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,3,01/03/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,4,01/04/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,5,01/05/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,6,01/06/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,7,01/07/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,8,01/08/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,9,01/09/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,10,01/10/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,11,01/11/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2023,12,01/12/2023,Acute Non Hospital,return_ed_attendances,1,TRUE
2024,1,01/01/2024,Acute Non Hospital,return_ed_attendances,314930,TRUE
2024,2,01/02/2024,Acute Non Hospital,return_ed_attendances,316267,TRUE
2024,3,01/03/2024,Acute Non Hospital,return_ed_attendances,283745,TRUE
2024,4,01/04/2024,Acute Non Hospital,return_ed_attendances,264072,TRUE
2024,5,01/05/2024,Acute Non Hospital,return_ed_attendances,248886,TRUE
2024,6,01/06/2024,Acute Non Hospital,return_ed_attendances,30,FALSE
2022,1,01/01/2022,Bantry General Hospital,all_emergency_presentations,572,TRUE
2022,2,01/02/2022,Bantry General Hospital,all_emergency_presentations,564,TRUE
2022,3,01/03/2022,Bantry General Hospital,all_emergency_presentations,500,TRUE
2022,4,01/04/2022,Bantry General Hospital,all_emergency_presentations,467,TRUE
2022,5,01/05/2022,Bantry General Hospital,all_emergency_presentations,471,TRUE
2022,6,01/06/2022,Bantry General Hospital,all_emergency_presentations,451,TRUE
2022,7,01/07/2022,Bantry General Hospital,all_emergency_presentations,462,TRUE
2022,8,01/08/2022,Bantry General Hospital,all_emergency_presentations,460,TRUE
2022,9,01/09/2022,Bantry General Hospital,all_emergency_presentations,487,TRUE
2022,10,01/10/2022,Bantry General Hospital,all_emergency_presentations,491,TRUE
2022,11,01/11/2022,Bantry General Hospital,all_emergency_presentations,544,TRUE
2022,12,01/12/2022,Bantry General Hospital,all_emergency_presentations,567,TRUE
2023,1,01/01/2023,Bantry General Hospital,all_emergency_presentations,627,TRUE
2023,2,01/02/2023,Bantry General Hospital,all_emergency_presentations,623,TRUE
2023,3,01/03/2023,Bantry General Hospital,all_emergency_presentations,564,TRUE
2023,4,01/04/2023,Bantry General Hospital,all_emergency_presentations,541,TRUE
2023,5,01/05/2023,Bantry General Hospital,all_emergency_presentations,533,TRUE
2023,6,01/06/2023,Bantry General Hospital,all_emergency_presentations,495,TRUE
2023,7,01/07/2023,Bantry General Hospital,all_emergency_presentations,514,TRUE
2023,8,01/08/2023,Bantry General Hospital,all_emergency_presentations,524,TRUE
2023,9,01/09/2023,Bantry General Hospital,all_emergency_presentations,566,TRUE
2023,10,01/10/2023,Bantry General Hospital,all_emergency_presentations,581,TRUE
2023,11,01/11/2023,Bantry General Hospital,all_emergency_presentations,594,TRUE
2023,12,01/12/2023,Bantry General Hospital,all_emergency_presentations,633,TRUE
2024,1,01/01/2024,Bantry General Hospital,all_emergency_presentations,748,TRUE
2024,2,01/02/2024,Bantry General Hospital,all_emergency_presentations,729,TRUE
2024,3,01/03/2024,Bantry General Hospital,all_emergency_presentations,711,TRUE
2024,4,01/04/2024,Bantry General Hospital,all_emergency_presentations,657,TRUE
2024,5,01/05/2024,Bantry General Hospital,all_emergency_presentations,589,TRUE
2024,6,01/06/2024,Bantry General Hospital,all_emergency_presentations,649,FALSE
2024,7,01/07/2024,Bantry General Hospital,all_emergency_presentations,629,FALSE
2024,8,01/08/2024,Bantry General Hospital,all_emergency_presentations,762,FALSE
2024,9,01/09/2024,Bantry General Hospital,all_emergency_presentations,717,FALSE
2022,1,01/01/2022,Bantry General Hospital,new_ed_attendances,321,TRUE
2022,2,01/02/2022,Bantry General Hospital,new_ed_attendances,305,TRUE
2022,3,01/03/2022,Bantry General Hospital,new_ed_attendances,272,TRUE
2022,4,01/04/2022,Bantry General Hospital,new_ed_attendances,256,TRUE
2022,5,01/05/2022,Bantry General Hospital,new_ed_attendances,249,TRUE
2022,6,01/06/2022,Bantry General Hospital,new_ed_attendances,225,TRUE
2022,7,01/07/2022,Bantry General Hospital,new_ed_attendances,243,TRUE
2022,8,01/08/2022,Bantry General Hospital,new_ed_attendances,245,TRUE
2022,9,01/09/2022,Bantry General Hospital,new_ed_attendances,253,TRUE
2022,10,01/10/2022,Bantry General Hospital,new_ed_attendances,266,TRUE
2022,11,01/11/2022,Bantry General Hospital,new_ed_attendances,297,TRUE
2022,12,01/12/2022,Bantry General Hospital,new_ed_attendances,297,TRUE
2023,1,01/01/2023,Bantry General Hospital,new_ed_attendances,423,TRUE
2023,2,01/02/2023,Bantry General Hospital,new_ed_attendances,423,TRUE
2023,3,01/03/2023,Bantry General Hospital,new_ed_attendances,399,TRUE
2023,4,01/04/2023,Bantry General Hospital,new_ed_attendances,367,TRUE
2023,5,01/05/2023,Bantry General Hospital,new_ed_attendances,347,TRUE
2023,6,01/06/2023,Bantry General Hospital,new_ed_attendances,329,TRUE
2023,7,01/07/2023,Bantry General Hospital,new_ed_attendances,350,TRUE
2023,8,01/08/2023,Bantry General Hospital,new_ed_attendances,354,TRUE
2023,9,01/09/2023,Bantry General Hospital,new_ed_attendances,375,TRUE
2023,10,01/10/2023,Bantry General Hospital,new_ed_attendances,383,TRUE
2023,11,01/11/2023,Bantry General Hospital,new_ed_attendances,406,TRUE
2023,12,01/12/2023,Bantry General Hospital,new_ed_attendances,402,TRUE
2024,1,01/01/2024,Bantry General Hospital,new_ed_attendances,890,TRUE
2024,2,01/02/2024,Bantry General Hospital,new_ed_attendances,832,TRUE
2024,3,01/03/2024,Bantry General Hospital,new_ed_attendances,809,TRUE
2024,4,01/04/2024,Bantry General Hospital,new_ed_attendances,696,TRUE
2024,5,01/05/2024,Bantry General Hospital,new_ed_attendances,725,TRUE
2024,6,01/06/2024,Bantry General Hospital,new_ed_attendances,4431,FALSE
2024,7,01/07/2024,Bantry General Hospital,new_ed_attendances,5,FALSE
2024,8,01/08/2024,Bantry General Hospital,new_ed_attendances,1,FALSE
2024,9,01/09/2024,Bantry General Hospital,new_ed_attendances,2953,FALSE
2022,1,01/01/2022,Bantry General Hospital,return_ed_attendances,561,TRUE
2022,2,01/02/2022,Bantry General Hospital,return_ed_attendances,536,TRUE
2022,3,01/03/2022,Bantry General Hospital,return_ed_attendances,491,TRUE
2022,4,01/04/2022,Bantry General Hospital,return_ed_attendances,463,TRUE
2022,5,01/05/2022,Bantry General Hospital,return_ed_attendances,468,TRUE
2022,6,01/06/2022,Bantry General Hospital,return_ed_attendances,439,TRUE
2022,7,01/07/2022,Bantry General Hospital,return_ed_attendances,468,TRUE
2022,8,01/08/2022,Bantry General Hospital,return_ed_attendances,472,TRUE
2022,9,01/09/2022,Bantry General Hospital,return_ed_attendances,462,TRUE
2022,10,01/10/2022,Bantry General Hospital,return_ed_attendances,515,TRUE
2022,11,01/11/2022,Bantry General Hospital,return_ed_attendances,543,TRUE
2022,12,01/12/2022,Bantry General Hospital,return_ed_attendances,533,TRUE
2023,1,01/01/2023,Bantry General Hospital,return_ed_attendances,672,TRUE
2023,2,01/02/2023,Bantry General Hospital,return_ed_attendances,625,TRUE
2023,3,01/03/2023,Bantry General Hospital,return_ed_attendances,592,TRUE
2023,4,01/04/2023,Bantry General Hospital,return_ed_attendances,530,TRUE
2023,5,01/05/2023,Bantry General Hospital,return_ed_attendances,506,TRUE
2023,6,01/06/2023,Bantry General Hospital,return_ed_attendances,512,TRUE
2023,7,01/07/2023,Bantry General Hospital,return_ed_attendances,527,TRUE
2023,8,01/08/2023,Bantry General Hospital,return_ed_attendances,534,TRUE
2023,9,01/09/2023,Bantry General Hospital,return_ed_attendances,543,TRUE
2023,10,01/10/2023,Bantry General Hospital,return_ed_attendances,573,TRUE
2023,11,01/11/2023,Bantry General Hospital,return_ed_attendances,612,TRUE
2023,12,01/12/2023,Bantry General Hospital,return_ed_attendances,629,TRUE
2024,1,01/01/2024,Bantry General Hospital,return_ed_attendances,765,TRUE
2024,2,01/02/2024,Bantry General Hospital,return_ed_attendances,720,TRUE
2024,3,01/03/2024,Bantry General Hospital,return_ed_attendances,701,TRUE
2024,4,01/04/2024,Bantry General Hospital,return_ed_attendances,610,TRUE
2024,5,01/05/2024,Bantry General Hospital,return_ed_attendances,622,TRUE
2024,6,01/06/2024,Bantry General Hospital,return_ed_attendances,649,FALSE
2024,7,01/07/2024,Bantry General Hospital,return_ed_attendances,629,FALSE
2024,8,01/08/2024,Bantry General Hospital,return_ed_attendances,762,FALSE
2024,9,01/09/2024,Bantry General Hospital,return_ed_attendances,717,FALSE
2022,1,01/01/2022,Beaumont Hospital,all_emergency_presentations,6014,TRUE
2022,2,01/02/2022,Beaumont Hospital,all_emergency_presentations,5731,TRUE
2022,3,01/03/2022,Beaumont Hospital,all_emergency_presentations,5245,TRUE
2022,4,01/04/2022,Beaumont Hospital,all_emergency_presentations,4841,TRUE
2022,5,01/05/2022,Beaumont Hospital,all_emergency_presentations,4908,TRUE
2022,6,01/06/2022,Beaumont Hospital,all_emergency_presentations,4729,TRUE
2022,7,01/07/2022,Beaumont Hospital,all_emergency_presentations,4589,TRUE
2022,8,01/08/2022,Beaumont Hospital,all_emergency_presentations,4857,TRUE
2022,9,01/09/2022,Beaumont Hospital,all_emergency_presentations,4852,TRUE
2022,10,01/10/2022,Beaumont Hospital,all_emergency_presentations,4935,TRUE
2022,11,01/11/2022,Beaumont Hospital,all_emergency_presentations,5296,TRUE
2022,12,01/12/2022,Beaumont Hospital,all_emergency_presentations,5742,TRUE
2023,1,01/01/2023,Beaumont Hospital,all_emergency_presentations,6386,TRUE
2023,2,01/02/2023,Beaumont Hospital,all_emergency_presentations,6091,TRUE
2023,3,01/03/2023,Beaumont Hospital,all_emergency_presentations,5645,TRUE
2023,4,01/04/2023,Beaumont Hospital,all_emergency_presentations,5236,TRUE
2023,5,01/05/2023,Beaumont Hospital,all_emergency_presentations,4902,TRUE
2023,6,01/06/2023,Beaumont Hospital,all_emergency_presentations,4903,TRUE
2023,7,01/07/2023,Beaumont Hospital,all_emergency_presentations,5065,TRUE
2023,8,01/08/2023,Beaumont Hospital,all_emergency_presentations,5165,TRUE
2023,9,01/09/2023,Beaumont Hospital,all_emergency_presentations,5449,TRUE
2023,10,01/10/2023,Beaumont Hospital,all_emergency_presentations,5535,TRUE
2023,11,01/11/2023,Beaumont Hospital,all_emergency_presentations,5742,TRUE
2023,12,01/12/2023,Beaumont Hospital,all_emergency_presentations,6082,TRUE
2024,1,01/01/2024,Beaumont Hospital,all_emergency_presentations,6531,TRUE
2024,2,01/02/2024,Beaumont Hospital,all_emergency_presentations,6148,TRUE
2024,3,01/03/2024,Beaumont Hospital,all_emergency_presentations,5788,TRUE
2024,4,01/04/2024,Beaumont Hospital,all_emergency_presentations,5307,TRUE
2024,5,01/05/2024,Beaumont Hospital,all_emergency_presentations,5156,TRUE
2024,6,01/06/2024,Beaumont Hospital,all_emergency_presentations,5332,FALSE
2024,7,01/07/2024,Beaumont Hospital,all_emergency_presentations,5588,FALSE
2024,8,01/08/2024,Beaumont Hospital,all_emergency_presentations,5572,FALSE
2024,9,01/09/2024,Beaumont Hospital,all_emergency_presentations,5390,FALSE
2022,1,01/01/2022,Beaumont Hospital,new_ed_attendances,1896,TRUE
2022,2,01/02/2022,Beaumont Hospital,new_ed_attendances,1788,TRUE
2022,3,01/03/2022,Beaumont Hospital,new_ed_attendances,1612,TRUE
2022,4,01/04/2022,Beaumont Hospital,new_ed_attendances,1520,TRUE
2022,5,01/05/2022,Beaumont Hospital,new_ed_attendances,1412,TRUE
2022,6,01/06/2022,Beaumont Hospital,new_ed_attendances,1519,TRUE
2022,7,01/07/2022,Beaumont Hospital,new_ed_attendances,1451,TRUE
2022,8,01/08/2022,Beaumont Hospital,new_ed_attendances,1481,TRUE
2022,9,01/09/2022,Beaumont Hospital,new_ed_attendances,1571,TRUE
2022,10,01/10/2022,Beaumont Hospital,new_ed_attendances,1607,TRUE
2022,11,01/11/2022,Beaumont Hospital,new_ed_attendances,1672,TRUE
2022,12,01/12/2022,Beaumont Hospital,new_ed_attendances,1682,TRUE
2023,1,01/01/2023,Beaumont Hospital,new_ed_attendances,2577,TRUE
2023,2,01/02/2023,Beaumont Hospital,new_ed_attendances,2593,TRUE
2023,3,01/03/2023,Beaumont Hospital,new_ed_attendances,2352,TRUE
2023,4,01/04/2023,Beaumont Hospital,new_ed_attendances,2211,TRUE
2023,5,01/05/2023,Beaumont Hospital,new_ed_attendances,2014,TRUE
2023,6,01/06/2023,Beaumont Hospital,new_ed_attendances,1922,TRUE
2023,7,01/07/2023,Beaumont Hospital,new_ed_attendances,2016,TRUE
2023,8,01/08/2023,Beaumont Hospital,new_ed_attendances,2070,TRUE
2023,9,01/09/2023,Beaumont Hospital,new_ed_attendances,2224,TRUE
2023,10,01/10/2023,Beaumont Hospital,new_ed_attendances,2105,TRUE
2023,11,01/11/2023,Beaumont Hospital,new_ed_attendances,2432,TRUE
2023,12,01/12/2023,Beaumont Hospital,new_ed_attendances,2400,TRUE
2024,1,01/01/2024,Beaumont Hospital,new_ed_attendances,12656,TRUE
2024,2,01/02/2024,Beaumont Hospital,new_ed_attendances,12009,TRUE
2024,3,01/03/2024,Beaumont Hospital,new_ed_attendances,10841,TRUE
2024,4,01/04/2024,Beaumont Hospital,new_ed_attendances,10910,TRUE
2024,5,01/05/2024,Beaumont Hospital,new_ed_attendances,10344,TRUE
2024,6,01/06/2024,Beaumont Hospital,new_ed_attendances,67916,FALSE
2024,7,01/07/2024,Beaumont Hospital,new_ed_attendances,1,FALSE
2024,8,01/08/2024,Beaumont Hospital,new_ed_attendances,5,FALSE
2024,9,01/09/2024,Beaumont Hospital,new_ed_attendances,17285,FALSE
2022,1,01/01/2022,Beaumont Hospital,return_ed_attendances,238,TRUE
2022,2,01/02/2022,Beaumont Hospital,return_ed_attendances,224,TRUE
2022,3,01/03/2022,Beaumont Hospital,return_ed_attendances,204,TRUE
2022,4,01/04/2022,Beaumont Hospital,return_ed_attendances,188,TRUE
2022,5,01/05/2022,Beaumont Hospital,return_ed_attendances,179,TRUE
2022,6,01/06/2022,Beaumont Hospital,return_ed_attendances,181,TRUE
2022,7,01/07/2022,Beaumont Hospital,return_ed_attendances,188,TRUE
2022,8,01/08/2022,Beaumont Hospital,return_ed_attendances,190,TRUE
2022,9,01/09/2022,Beaumont Hospital,return_ed_attendances,196,TRUE
2022,10,01/10/2022,Beaumont Hospital,return_ed_attendances,199,TRUE
2022,11,01/11/2022,Beaumont Hospital,return_ed_attendances,219,TRUE
2022,12,01/12/2022,Beaumont Hospital,return_ed_attendances,214,TRUE
2023,1,01/01/2023,Beaumont Hospital,return_ed_attendances,240,TRUE
2023,2,01/02/2023,Beaumont Hospital,return_ed_attendances,220,TRUE
2023,3,01/03/2023,Beaumont Hospital,return_ed_attendances,204,TRUE
2023,4,01/04/2023,Beaumont Hospital,return_ed_attendances,186,TRUE
2023,5,01/05/2023,Beaumont Hospital,return_ed_attendances,186,TRUE
2023,6,01/06/2023,Beaumont Hospital,return_ed_attendances,188,TRUE
2023,7,01/07/2023,Beaumont Hospital,return_ed_attendances,190,TRUE
2023,8,01/08/2023,Beaumont Hospital,return_ed_attendances,196,TRUE
2023,9,01/09/2023,Beaumont Hospital,return_ed_attendances,202,TRUE
2023,10,01/10/2023,Beaumont Hospital,return_ed_attendances,198,TRUE
2023,11,01/11/2023,Beaumont Hospital,return_ed_attendances,212,TRUE
2023,12,01/12/2023,Beaumont Hospital,return_ed_attendances,217,TRUE
2024,1,01/01/2024,Beaumont Hospital,return_ed_attendances,244,TRUE
2024,2,01/02/2024,Beaumont Hospital,return_ed_attendances,218,TRUE
2024,3,01/03/2024,Beaumont Hospital,return_ed_attendances,214,TRUE
2024,4,01/04/2024,Beaumont Hospital,return_ed_attendances,200,TRUE
2024,5,01/05/2024,Beaumont Hospital,return_ed_attendances,199,TRUE
2024,6,01/06/2024,Beaumont Hospital,return_ed_attendances,200,FALSE
2024,7,01/07/2024,Beaumont Hospital,return_ed_attendances,262,FALSE
2024,8,01/08/2024,Beaumont Hospital,return_ed_attendances,180,FALSE
2024,9,01/09/2024,Beaumont Hospital,return_ed_attendances,70,FALSE
2022,1,01/01/2022,Cavan General Hospital,all_emergency_presentations,4282,TRUE
2022,2,01/02/2022,Cavan General Hospital,all_emergency_presentations,4056,TRUE
2022,3,01/03/2022,Cavan General Hospital,all_emergency_presentations,3791,TRUE
2022,4,01/04/2022,Cavan General Hospital,all_emergency_presentations,3369,TRUE
2022,5,01/05/2022,Cavan General Hospital,all_emergency_presentations,3484,TRUE
2022,6,01/06/2022,Cavan General Hospital,all_emergency_presentations,3353,TRUE
2022,7,01/07/2022,Cavan General Hospital,all_emergency_presentations,3342,TRUE
2022,8,01/08/2022,Cavan General Hospital,all_emergency_presentations,3568,TRUE
2022,9,01/09/2022,Cavan General Hospital,all_emergency_presentations,3747,TRUE
2022,10,01/10/2022,Cavan General Hospital,all_emergency_presentations,3573,TRUE
2022,11,01/11/2022,Cavan General Hospital,all_emergency_presentations,3846,TRUE
2022,12,01/12/2022,Cavan General Hospital,all_emergency_presentations,3988,TRUE
2023,1,01/01/2023,Cavan General Hospital,all_emergency_presentations,4380,TRUE
2023,2,01/02/2023,Cavan General Hospital,all_emergency_presentations,4463,TRUE
2023,3,01/03/2023,Cavan General Hospital,all_emergency_presentations,3987,TRUE
2023,4,01/04/2023,Cavan General Hospital,all_emergency_presentations,3714,TRUE
2023,5,01/05/2023,Cavan General Hospital,all_emergency_presentations,3411,TRUE
2023,6,01/06/2023,Cavan General Hospital,all_emergency_presentations,3581,TRUE
2023,7,01/07/2023,Cavan General Hospital,all_emergency_presentations,3457,TRUE
2023,8,01/08/2023,Cavan General Hospital,all_emergency_presentations,3674,TRUE
2023,9,01/09/2023,Cavan General Hospital,all_emergency_presentations,3852,TRUE
2023,10,01/10/2023,Cavan General Hospital,all_emergency_presentations,4095,TRUE
2023,11,01/11/2023,Cavan General Hospital,all_emergency_presentations,3963,TRUE
2023,12,01/12/2023,Cavan General Hospital,all_emergency_presentations,3891,TRUE
2024,1,01/01/2024,Cavan General Hospital,all_emergency_presentations,4750,TRUE
2024,2,01/02/2024,Cavan General Hospital,all_emergency_presentations,4811,TRUE
2024,3,01/03/2024,Cavan General Hospital,all_emergency_presentations,4360,TRUE
2024,4,01/04/2024,Cavan General Hospital,all_emergency_presentations,3948,TRUE
2024,5,01/05/2024,Cavan General Hospital,all_emergency_presentations,3747,TRUE
2024,6,01/06/2024,Cavan General Hospital,all_emergency_presentations,3619,FALSE
2024,7,01/07/2024,Cavan General Hospital,all_emergency_presentations,3800,FALSE
2024,8,01/08/2024,Cavan General Hospital,all_emergency_presentations,3592,FALSE
2024,9,01/09/2024,Cavan General Hospital,all_emergency_presentations,3774,FALSE
2022,1,01/01/2022,Cavan General Hospital,new_ed_attendances,1114,TRUE
2022,2,01/02/2022,Cavan General Hospital,new_ed_attendances,1076,TRUE
2022,3,01/03/2022,Cavan General Hospital,new_ed_attendances,1021,TRUE
2022,4,01/04/2022,Cavan General Hospital,new_ed_attendances,1011,TRUE
2022,5,01/05/2022,Cavan General Hospital,new_ed_attendances,926,TRUE
2022,6,01/06/2022,Cavan General Hospital,new_ed_attendances,863,TRUE
2022,7,01/07/2022,Cavan General Hospital,new_ed_attendances,916,TRUE
2022,8,01/08/2022,Cavan General Hospital,new_ed_attendances,935,TRUE
2022,9,01/09/2022,Cavan General Hospital,new_ed_attendances,903,TRUE
2022,10,01/10/2022,Cavan General Hospital,new_ed_attendances,1010,TRUE
2022,11,01/11/2022,Cavan General Hospital,new_ed_attendances,1053,TRUE
2022,12,01/12/2022,Cavan General Hospital,new_ed_attendances,1123,TRUE
2023,1,01/01/2023,Cavan General Hospital,new_ed_attendances,1713,TRUE
2023,2,01/02/2023,Cavan General Hospital,new_ed_attendances,1621,TRUE
2023,3,01/03/2023,Cavan General Hospital,new_ed_attendances,1432,TRUE
2023,4,01/04/2023,Cavan General Hospital,new_ed_attendances,1303,TRUE
2023,5,01/05/2023,Cavan General Hospital,new_ed_attendances,1407,TRUE
2023,6,01/06/2023,Cavan General Hospital,new_ed_attendances,1267,TRUE
2023,7,01/07/2023,Cavan General Hospital,new_ed_attendances,1293,TRUE
2023,8,01/08/2023,Cavan General Hospital,new_ed_attendances,1319,TRUE
2023,9,01/09/2023,Cavan General Hospital,new_ed_attendances,1383,TRUE
2023,10,01/10/2023,Cavan General Hospital,new_ed_attendances,1410,TRUE
2023,11,01/11/2023,Cavan General Hospital,new_ed_attendances,1460,TRUE
2023,12,01/12/2023,Cavan General Hospital,new_ed_attendances,1515,TRUE
2024,1,01/01/2024,Cavan General Hospital,new_ed_attendances,2937,TRUE
2024,2,01/02/2024,Cavan General Hospital,new_ed_attendances,2794,TRUE
2024,3,01/03/2024,Cavan General Hospital,new_ed_attendances,2560,TRUE
2024,4,01/04/2024,Cavan General Hospital,new_ed_attendances,2449,TRUE
2024,5,01/05/2024,Cavan General Hospital,new_ed_attendances,2349,TRUE
2024,6,01/06/2024,Cavan General Hospital,new_ed_attendances,16911,FALSE
2024,7,01/07/2024,Cavan General Hospital,new_ed_attendances,14,FALSE
2024,8,01/08/2024,Cavan General Hospital,new_ed_attendances,13,FALSE
2024,9,01/09/2024,Cavan General Hospital,new_ed_attendances,10743,FALSE
2022,1,01/01/2022,Cavan General Hospital,return_ed_attendances,15,TRUE
2022,2,01/02/2022,Cavan General Hospital,return_ed_attendances,15,TRUE
